,Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
89,89,89,triple cream brie,161.3,12.705,8.36,3.596,0.495,0.37,0.174,11.357,0.0,27.438,0.476,35.892,0.138,0.017,0.014,0.718,0.296,0.116,0.347,0.014,0.0,0.366,0.261,0.001,442.556,0.029,0.187,22.671,0.017,539.498,51.887,0.023,4.859,948.124
90,90,90,fresh parmesan artisan,280.7,21.841,15.485,8.103,1.529,2.247,0.964,18.783,0.0,60.721,0.364,50.507,0.042,0.035,0.033,0.131,0.3,0.0,0.363,0.087,0.0,0.125,0.212,0.007,388.283,0.016,0.348,35.701,0.01,524.538,195.568,0.009,1.961,744.163
91,91,91,fontina val daosta,453.8,33.308,24.981,9.926,1.066,0.873,0.291,37.639,0.0,71.201,1.143,44.832,0.111,0.025,0.021,0.625,0.071,0.085,0.324,0.025,0.0,0.272,0.18,0.007,1097.86,0.023,0.185,19.408,0.008,378.397,68.445,0.007,3.413,1084.528
92,92,92,provolone sharp natural,305.0,24.659,12.823,7.768,0.912,1.963,0.771,18.812,0.0,75.318,0.33,36.428,0.068,0.013,0.017,0.116,0.196,0.086,0.274,0.053,0.0,0.19,0.248,0.005,361.306,0.015,0.096,16.102,0.008,257.221,52.306,0.011,2.737,736.415
93,93,93,dill havarti,288.2,24.237,13.185,6.035,0.751,0.721,0.371,16.788,0.0,24.567,0.363,40.409,0.093,0.047,0.028,0.179,0.238,0.011,0.292,0.035,0.0,0.416,0.145,0.003,363.882,0.085,0.168,34.66,0.014,424.435,120.246,0.02,0.954,670.967
94,94,94,herbed feta shredded,220.8,15.657,10.725,4.196,0.344,3.336,2.165,16.647,0.0,58.168,0.796,35.068,0.02,0.011,0.095,0.321,0.221,0.085,0.49,0.109,0.0,1.18,0.184,0.004,234.226,0.073,0.083,21.734,0.005,276.549,65.795,0.01,1.909,851.268
95,95,95,gruyere aged herbed,237.4,13.684,9.346,2.942,0.739,0.882,0.226,27.671,0.0,53.468,0.913,39.553,0.052,0.025,0.007,0.69,0.307,0.085,0.216,0.033,0.0,0.307,0.323,0.002,628.793,0.009,0.142,19.752,0.005,240.647,71.613,0.018,2.276,1768.136
96,96,96,cream cheese classic canned,79.1,5.878,2.281,1.411,0.347,0.889,0.262,5.664,0.0,120.123,0.357,41.064,0.09,0.0,0.043,0.475,0.322,0.296,0.092,0.112,0.0,0.159,0.229,0.003,404.435,0.021,0.233,7.863,0.014,296.325,56.834,0.011,4.687,1363.07
97,97,97,low sodium cheddar,228.0,13.773,8.76,3.209,0.895,3.638,1.328,22.363,0.0,83.82,0.477,48.367,0.045,0.027,0.016,0.38,0.262,0.113,0.288,0.066,0.0,0.707,0.299,0.005,398.154,0.018,0.296,27.008,0.017,274.882,89.157,0.005,2.055,1392.686
98,98,98,spreadable cheese light marinated,346.5,29.626,16.383,8.947,1.363,0.603,0.251,19.353,0.0,13.447,0.402,24.956,0.21,0.028,0.032,1.351,0.156,0.187,0.393,0.053,0.0,0.496,0.089,0.001,368.822,0.022,0.094,29.785,0.009,402.999,75.188,0.004,2.861,601.627
99,99,99,dry jack sweetened,165.3,6.919,4.103,1.398,0.623,1.279,0.835,24.478,0.0,39.299,0.623,39.598,0.099,0.033,0.042,0.504,0.109,0.052,0.288,0.063,0.0,0.081,0.441,0.006,675.645,0.031,0.179,12.385,0.01,388.011,53.747,0.019,2.313,2489.084
100,100,100,cotija crumbled,149.5,6.934,3.564,1.727,0.61,0.539,0.268,21.239,0.0,27.68,0.862,34.231,0.074,0.033,0.006,0.131,0.187,0.152,0.148,0.0,0.0,0.139,0.255,0.005,396.639,0.023,0.315,5.042,0.008,377.701,125.183,0.01,2.543,2325.987
101,101,101,herbed feta roasted,122.6,5.187,2.77,1.52,0.156,1.569,0.519,17.406,0.0,65.338,0.253,36.347,0.13,0.022,0.011,0.479,0.357,0.0,0.416,0.05,0.0,0.281,0.32,0.0,350.685,0.025,0.122,33.879,0.006,280.259,110.76,0.006,2.051,2314.166
102,102,102,blue cheese crumbles with salt,232.8,21.096,11.961,5.59,0.823,1.455,1.093,9.276,0.0,60.555,0.515,43.542,0.029,0.037,0.024,1.476,0.173,0.191,0.378,0.077,0.0,0.241,0.175,0.005,536.351,0.009,0.088,18.513,0.012,342.167,183.948,0.004,2.686,390.198
103,103,103,brie classic,123.8,7.253,4.903,1.922,0.421,2.586,1.572,12.033,0.0,80.328,0.416,42.639,0.045,0.029,0.104,0.942,0.174,0.118,0.171,0.077,0.0,0.287,0.013,0.001,433.997,0.025,0.079,23.112,0.011,323.832,68.53,0.031,5.72,1455.345
104,104,104,brânză de burduf fresh,199.0,14.134,7.618,4.17,0.608,1.87,0.034,16.078,0.0,115.989,0.47,34.708,0.074,0.02,0.004,1.323,0.255,0.122,0.395,0.029,0.0,0.292,0.173,0.005,172.603,0.028,0.14,23.458,0.012,263.719,70.041,0.014,1.597,1068.886
105,105,105,halloumi grilled,293.5,27.422,15.439,3.428,1.179,0.451,0.069,11.221,0.0,63.374,0.999,40.505,0.049,0.025,0.013,0.229,0.14,0.012,0.261,0.065,0.0,0.185,0.158,0.001,677.718,0.014,0.278,11.982,0.006,194.653,77.825,0.03,3.235,393.143
106,106,106,low moisture mozzarella select,324.7,29.359,19.142,6.312,1.262,2.666,0.429,12.443,0.0,93.803,0.769,52.637,0.058,0.027,0.196,0.244,0.116,0.006,0.371,0.004,0.0,0.148,0.244,0.003,618.521,0.034,0.328,12.381,0.007,256.947,151.452,0.028,3.133,306.189
107,107,107,fresh burrata,398.0,32.529,15.679,11.483,2.602,3.495,0.241,22.816,0.0,46.16,0.289,43.772,0.035,0.028,0.079,0.698,0.288,0.051,0.215,0.097,0.0,0.373,0.196,0.002,181.581,0.016,0.391,9.756,0.011,523.696,53.395,0.017,3.996,654.584
108,108,108,gouda light marinated,234.1,18.113,13.585,3.387,1.286,1.907,0.931,15.865,0.0,41.586,0.516,23.137,0.13,0.023,0.038,0.933,0.3,0.107,0.212,0.039,0.0,0.517,0.344,0.003,511.634,0.017,0.317,25.323,0.02,246.313,82.778,0.018,3.454,798.141
109,109,109,greek feta,203.4,16.16,8.29,5.074,1.034,2.706,1.716,11.784,0.0,64.167,0.472,42.432,0.04,0.02,0.002,0.806,0.115,0.175,0.267,0.054,0.0,0.121,0.171,0.006,144.128,0.065,0.234,10.344,0.005,684.364,62.328,0.007,4.415,629.982
110,110,110,romano wedge with olive oil,306.6,21.32,10.788,5.991,0.618,2.269,1.148,26.405,0.0,71.893,1.295,37.997,0.031,0.024,0.161,0.178,0.209,0.121,0.295,0.031,0.0,0.491,0.432,0.003,318.166,0.012,0.226,28.831,0.012,349.664,74.48,0.007,3.795,1171.759
111,111,111,telemea natural,377.0,28.425,12.649,9.92,1.734,0.536,0.068,29.757,0.0,55.693,0.608,52.371,0.141,0.018,0.007,1.07,0.154,0.181,0.272,0.108,0.0,0.344,0.186,0.002,421.641,0.039,0.208,15.25,0.009,361.175,34.495,0.021,1.532,1093.908
112,112,112,cream cheese light light,157.7,10.112,4.358,1.82,0.233,3.874,1.143,12.802,0.0,65.577,0.572,39.049,0.075,0.008,0.085,1.698,0.108,0.049,0.272,0.031,0.0,0.3,0.127,0.007,906.764,0.034,0.303,28.847,0.007,252.509,103.984,0.027,2.68,1532.727
113,113,113,wensleydale plain smoked,225.4,8.181,4.254,2.176,0.393,0.522,0.262,37.421,0.0,126.33,1.758,34.765,0.119,0.026,0.024,0.37,0.311,0.0,0.368,0.064,0.0,0.167,0.405,0.002,408.736,0.099,0.117,15.599,0.009,489.913,110.949,0.006,1.916,2653.819
114,114,114,dry jack original,162.1,13.286,7.865,3.866,0.771,2.272,1.025,8.355,0.0,119.894,0.587,46.811,0.116,0.033,0.034,0.37,0.779,0.144,0.357,0.022,0.0,0.071,0.229,0.003,367.803,0.033,0.359,25.563,0.004,334.732,66.866,0.011,2.033,624.394
115,115,115,bocconcini variety 4,165.1,14.176,6.719,3.742,0.553,4.113,2.542,5.267,0.0,49.709,0.455,28.627,0.311,0.039,0.023,0.907,0.273,0.033,0.259,0.064,0.0,0.139,0.178,0.003,480.184,0.031,0.094,14.264,0.004,517.526,34.895,0.034,5.0,336.54
116,116,116,baby swiss,188.2,15.476,5.262,3.9,0.758,0.881,0.622,11.347,0.0,83.664,0.258,25.219,0.062,0.018,0.033,0.261,0.323,0.197,0.382,0.059,0.0,0.173,0.164,0.005,365.385,0.031,0.205,15.986,0.003,398.267,96.996,0.021,1.915,898.272
117,117,117,shaved parmesan,385.6,33.141,16.968,11.798,0.497,1.596,0.385,20.229,0.0,74.183,0.97,20.265,0.12,0.0,0.008,1.473,0.187,0.041,0.28,0.122,0.0,0.046,0.095,0.006,1265.8,0.028,0.076,36.767,0.018,459.212,66.618,0.014,2.307,747.91
118,118,118,herbed edam sweetened,314.9,21.238,15.822,6.669,0.595,1.448,0.778,29.483,0.0,124.913,0.231,37.713,0.052,0.004,0.028,2.983,0.1,0.098,0.364,0.064,0.0,0.183,0.07,0.003,342.484,0.008,0.319,27.667,0.01,383.586,171.114,0.018,3.929,1188.513
119,119,119,telemea organic,186.2,15.512,11.339,4.436,0.838,1.425,0.333,10.229,0.0,43.606,0.276,29.47,0.438,0.033,0.136,0.15,0.259,0.035,0.23,0.032,0.0,0.539,0.16,0.005,676.321,0.12,0.052,30.074,0.016,237.124,165.461,0.019,2.231,677.227
120,120,120,young gouda variety 2,203.3,11.922,6.295,4.435,0.596,0.747,0.182,23.244,0.0,103.063,0.2,34.678,0.082,0.021,0.017,0.549,0.354,0.137,0.201,0.051,0.0,0.52,0.289,0.0,596.064,0.009,0.205,35.182,0.005,250.687,146.523,0.005,1.822,1830.975
121,121,121,low moisture mozzarella serving size small,304.4,24.254,13.024,6.258,1.577,1.408,0.467,20.122,0.0,72.195,0.418,41.662,0.054,0.018,0.007,0.389,0.167,0.044,0.326,0.066,0.0,0.374,0.157,0.004,658.528,0.039,0.117,21.195,0.012,351.006,35.231,0.017,7.558,886.926
122,122,122,ossau iraty standard,247.1,15.035,7.923,4.345,0.842,0.564,0.308,27.394,0.0,80.605,0.413,40.709,0.182,0.029,0.006,0.771,0.242,0.104,0.307,0.055,0.0,0.519,0.192,0.001,410.692,0.033,0.323,24.825,0.006,945.779,114.155,0.037,2.317,1668.909
123,123,123,organic cheddar homestyle,311.9,23.501,16.075,7.779,1.669,0.993,0.284,24.097,0.0,70.856,0.788,36.218,0.188,0.035,0.008,0.205,0.233,0.115,0.248,0.101,0.0,0.281,0.204,0.0,258.967,0.036,0.0,28.101,0.009,1280.711,317.072,0.013,2.371,884.788
124,124,124,young fontina frozen,326.3,29.611,22.208,5.567,0.415,1.702,0.849,13.255,0.0,102.435,0.219,19.471,0.159,0.012,0.003,0.449,0.372,0.094,0.254,0.055,0.0,0.149,0.065,0.002,648.88,0.036,0.217,12.039,0.009,146.512,109.334,0.041,1.196,262.251
125,125,125,halloumi fresh variety 2,173.9,13.429,8.501,4.472,0.551,0.368,0.155,12.888,0.0,166.564,0.531,37.822,0.104,0.02,0.009,0.773,0.28,0.101,0.202,0.099,0.0,0.34,0.145,0.005,389.874,0.019,0.124,5.831,0.012,168.254,54.106,0.004,2.395,982.978
126,126,126,goat cheddar spiced,235.6,16.697,9.467,3.64,0.451,0.862,0.399,20.47,0.0,38.541,0.502,48.426,0.128,0.016,0.026,0.33,0.251,0.084,0.284,0.066,0.0,0.09,0.098,0.0,224.634,0.014,0.216,12.858,0.013,354.894,37.372,0.024,3.75,1153.144
127,127,127,scamorza,141.2,10.951,7.031,2.486,0.569,0.409,0.132,10.251,0.0,56.401,0.354,28.528,0.058,0.023,0.019,0.463,0.179,0.159,0.182,0.075,0.0,0.515,0.248,0.003,383.93,0.056,0.058,12.239,0.008,574.21,120.911,0.008,2.141,983.36
128,128,128,cottage cheese small curd,256.5,13.24,7.004,4.224,0.305,1.972,1.219,32.354,0.0,47.602,0.411,26.535,0.053,0.025,0.073,0.165,0.208,0.092,0.16,0.078,0.0,0.112,0.18,0.002,336.951,0.03,0.178,17.025,0.006,397.718,228.601,0.017,4.114,1890.191
129,129,129,double gloucester,141.2,8.982,5.533,1.931,0.18,2.453,1.447,12.648,0.0,67.752,0.179,36.43,0.102,0.022,0.003,0.196,0.242,0.127,0.08,0.055,0.0,0.224,0.285,0.004,669.073,0.019,0.009,16.856,0.015,611.133,142.657,0.02,3.023,1438.582
130,130,130,fontina italian,256.4,13.631,8.001,4.812,0.423,0.989,0.658,32.431,0.0,29.694,0.64,32.106,0.026,0.022,0.055,0.203,0.118,0.095,0.291,0.076,0.0,0.428,0.194,0.007,559.322,0.024,0.039,17.899,0.008,513.914,126.016,0.007,2.725,1936.294
131,131,131,pecorino romano,302.4,25.182,18.886,7.907,1.637,1.515,0.985,17.414,0.0,30.814,0.365,31.819,0.108,0.032,0.011,0.059,0.203,0.146,0.354,0.073,0.0,0.16,0.072,0.004,329.464,0.111,0.257,15.355,0.007,337.227,88.714,0.033,2.744,506.36
132,132,132,triple cream brie multigrain,171.6,12.485,9.364,3.396,0.812,1.492,0.689,13.329,0.0,23.325,1.508,48.325,0.058,0.009,0.028,0.429,0.299,0.11,0.351,0.103,0.0,0.315,0.095,0.006,1135.599,0.199,0.088,21.943,0.0,436.677,76.026,0.058,1.697,1321.829
133,133,133,organic swiss,104.3,7.735,4.277,1.323,0.503,1.221,0.0,7.442,0.0,51.121,1.206,40.885,0.04,0.02,0.02,0.584,0.126,0.13,0.03,0.041,0.0,0.135,0.263,0.003,247.603,0.017,0.22,19.367,0.007,288.761,141.635,0.01,2.392,1045.678
134,134,134,cheshire crumbled high protein,460.8,45.0,20.61,7.965,2.97,0.991,0.242,12.959,0.0,52.691,1.174,44.417,0.159,0.006,0.006,0.041,0.167,0.148,0.352,0.053,0.0,0.196,0.131,0.003,733.294,0.011,0.23,27.459,0.008,463.225,408.502,0.014,3.043,226.292
135,135,135,gouda aged,162.7,12.445,7.691,3.646,0.672,1.358,0.94,11.306,0.0,75.088,0.801,36.104,0.146,0.023,0.008,0.516,0.152,0.068,0.319,0.069,0.0,0.077,0.305,0.004,351.512,0.012,0.186,16.432,0.011,302.683,36.651,0.011,2.146,894.708
136,136,136,roquefort classic serving size large,341.5,24.71,13.096,8.747,0.297,1.049,0.6,28.722,0.0,62.442,0.892,34.901,0.033,0.034,0.018,0.478,0.464,0.048,0.36,0.042,0.0,0.18,0.207,0.0,338.725,0.067,0.289,19.499,0.011,311.138,197.051,0.013,2.807,1124.633
137,137,137,brillat savarin,421.7,31.925,16.665,11.11,0.607,0.96,0.337,32.625,0.0,23.321,0.343,29.682,0.049,0.019,0.052,0.472,0.292,0.045,0.212,0.114,0.0,0.111,0.366,0.003,500.572,0.057,0.327,19.113,0.008,342.258,118.409,0.028,2.505,1027.374
138,138,138,whipped cream cheese,258.8,24.528,18.396,7.089,1.374,0.248,0.119,9.259,0.0,57.222,0.33,39.948,0.076,0.031,0.022,0.22,0.41,0.089,0.353,0.046,0.0,0.119,0.208,0.003,635.57,0.026,0.016,16.538,0.014,310.748,88.409,0.03,1.751,198.716
139,139,139,ricotta part skim,144.7,8.323,4.861,2.047,0.258,1.612,0.642,15.848,0.0,69.954,1.336,35.257,0.1,0.015,0.009,0.251,0.197,0.118,0.535,0.039,0.0,0.143,0.194,0.004,570.426,0.065,0.0,0.905,0.008,542.861,45.711,0.002,3.326,1772.371
140,140,140,mozzarella sticks artisan,257.4,20.332,9.983,4.493,0.63,0.824,0.411,17.769,0.0,14.397,0.269,28.992,0.065,0.015,0.044,0.09,0.256,0.128,0.486,0.046,0.0,0.259,0.02,0.0,762.8,0.03,0.318,9.013,0.013,739.12,123.35,0.018,2.511,1046.457
141,141,141,goat cheddar ready to eat,112.6,8.207,6.04,1.961,0.492,0.591,0.406,9.097,0.0,50.435,1.076,37.374,0.018,0.029,0.011,0.7,0.253,0.023,0.316,0.126,0.0,0.297,0.194,0.005,555.541,0.034,0.091,21.871,0.015,250.512,203.857,0.014,1.604,1252.747
142,142,142,smoked havarti,339.6,29.642,16.926,9.13,1.304,1.614,0.739,16.598,0.0,22.122,0.23,45.435,0.072,0.015,0.005,0.169,0.091,0.095,0.24,0.031,0.0,0.189,0.236,0.007,234.784,0.06,0.297,13.767,0.011,291.453,109.729,0.043,3.384,443.017
143,143,143,fontina italian classic,321.0,23.212,12.929,4.55,1.068,0.48,0.091,27.546,0.0,63.91,0.249,31.66,0.057,0.006,0.008,0.702,0.13,0.02,0.237,0.082,0.0,0.171,0.154,0.003,208.879,0.04,0.238,16.726,0.015,222.947,175.761,0.017,2.113,1115.976
144,144,144,gruyere aged organic,219.5,17.822,10.497,5.899,0.499,2.235,0.628,12.531,0.0,94.124,1.248,34.786,0.138,0.008,0.043,0.469,0.317,0.068,0.134,0.075,0.0,0.038,0.168,0.005,550.351,0.097,0.303,14.769,0.01,343.431,45.335,0.008,1.889,741.868
145,145,145,manchego semicurado steamed,145.8,6.503,3.934,1.678,0.111,1.844,0.821,19.983,0.0,51.025,0.642,43.442,0.102,0.012,0.026,1.041,0.186,0.205,0.247,0.061,0.0,0.117,0.222,0.0,380.538,0.016,0.214,27.956,0.013,135.54,277.607,0.018,1.696,2181.434
146,146,146,goat cheddar cooked,232.3,19.471,12.033,4.615,1.051,0.941,0.247,13.333,0.0,29.312,0.491,42.682,0.121,0.028,0.028,0.261,0.38,0.032,0.21,0.031,0.0,0.475,0.294,0.004,854.548,0.018,0.235,18.999,0.014,334.235,82.492,0.022,3.874,812.079
147,147,147,red wax gouda,196.6,12.887,7.655,2.796,0.0,1.729,0.782,18.419,0.0,22.637,0.365,20.253,0.239,0.009,0.07,0.852,0.159,0.043,0.335,0.035,0.0,0.217,0.152,0.0,163.919,0.034,0.144,15.575,0.013,559.649,87.26,0.012,3.21,1244.992
148,148,148,buffalo mozzarella,116.6,9.133,5.681,2.722,0.585,0.76,0.17,7.834,0.0,63.073,0.6,49.974,0.054,0.015,0.063,0.507,0.471,0.114,0.184,0.02,0.0,0.058,0.266,0.005,1260.532,0.05,0.316,15.36,0.004,491.747,123.225,0.016,3.034,1595.528
149,149,149,cream cheese fat free,292.3,21.157,15.402,7.088,1.291,1.634,0.503,23.844,0.0,87.587,0.195,46.431,0.031,0.023,0.009,0.623,0.246,0.02,0.342,0.043,0.0,0.405,0.2,0.004,309.768,0.021,0.154,26.854,0.018,253.627,171.33,0.003,1.376,968.633
150,150,150,french gruyere,168.8,11.145,5.182,2.129,0.646,1.507,0.811,15.605,0.0,68.522,0.668,37.444,0.031,0.031,0.011,0.189,0.229,0.054,0.258,0.07,0.0,0.264,0.11,0.002,855.576,0.04,0.408,29.441,0.016,200.896,146.511,0.014,1.898,1658.555
151,151,151,herbed brie variety 2,271.0,19.577,13.606,5.775,0.626,0.819,0.363,22.878,0.0,51.556,0.395,44.13,0.035,0.039,0.003,0.248,0.301,0.129,0.29,0.058,0.0,0.278,0.177,0.006,760.733,0.051,0.103,19.365,0.008,234.087,119.732,0.01,3.469,1173.213
152,152,152,smoked provolone spiced,191.6,10.541,7.906,2.372,0.569,0.852,0.486,23.335,0.0,32.452,1.075,38.113,0.05,0.017,0.045,0.251,0.172,0.089,0.182,0.115,0.0,0.127,0.283,0.003,305.62,0.03,0.278,18.494,0.016,526.652,158.321,0.011,1.457,1759.946
153,153,153,lancashire crumbled,192.3,13.244,8.211,3.933,0.093,1.319,0.454,16.945,0.0,114.432,0.58,48.482,0.067,0.029,0.103,1.142,0.145,0.087,0.265,0.075,0.0,0.346,0.116,0.003,182.116,0.071,0.149,20.447,0.008,553.546,24.202,0.015,2.371,1145.384
154,154,154,cheese whiz classic with garlic,217.8,14.347,10.76,3.242,0.933,2.558,0.683,19.604,0.0,41.59,0.869,41.403,0.023,0.015,0.029,0.782,0.178,0.0,0.352,0.023,0.0,0.04,0.0,0.005,533.211,0.026,0.339,25.099,0.018,200.505,98.287,0.005,2.229,1253.089
155,155,155,munster washed rind,250.6,15.896,10.539,4.324,0.986,4.372,1.473,22.524,0.0,37.481,0.522,31.582,0.262,0.017,0.011,0.274,0.358,0.092,0.236,0.11,0.0,0.101,0.204,0.004,221.172,0.04,0.094,26.582,0.005,461.758,173.832,0.027,2.835,1144.484
156,156,156,cottage cheese small curd pureed,196.4,16.034,8.69,5.516,0.577,1.789,0.431,11.228,0.0,37.312,0.189,34.137,0.075,0.022,0.052,0.61,0.227,0.09,0.351,0.098,0.0,0.221,0.153,0.001,242.744,0.045,0.258,24.619,0.009,614.437,78.501,0.029,2.452,672.716
157,157,157,smoked mozzarella dried,194.5,13.279,8.751,3.851,0.757,1.173,1.03,17.562,0.0,108.47,0.694,38.894,0.179,0.025,0.021,0.314,0.24,0.0,0.321,0.045,0.0,0.715,0.202,0.001,487.684,0.016,0.247,22.328,0.015,255.081,101.715,0.006,3.55,1278.965
158,158,158,greek feta quick cook,343.2,23.332,15.166,6.3,1.353,1.011,0.433,32.296,0.0,34.858,0.267,38.783,0.193,0.017,0.016,0.289,0.191,0.115,0.15,0.098,0.0,0.117,0.272,0.0,698.565,0.045,0.238,12.045,0.011,218.047,88.128,0.031,3.723,1321.256
159,159,159,feta crumbles,197.8,18.137,9.123,5.477,0.907,1.919,0.758,6.72,0.0,109.461,0.233,12.586,0.1,0.023,0.004,0.183,0.991,0.085,0.373,0.04,0.0,0.038,0.183,0.002,409.39,0.028,0.226,18.799,0.004,425.135,37.731,0.004,3.618,340.036
160,160,160,whipped ricotta grilled,271.8,23.194,13.777,4.639,0.835,0.461,0.116,15.304,0.0,83.139,1.06,34.645,0.147,0.001,0.039,0.21,0.292,0.088,0.432,0.034,0.0,0.33,0.172,0.003,456.086,0.018,0.199,19.499,0.011,362.033,149.033,0.029,1.478,641.718
161,161,161,stracciatella dried,286.9,27.792,13.368,8.31,1.723,1.269,0.388,7.914,0.0,41.057,1.012,32.771,0.042,0.021,0.04,0.357,0.448,0.127,0.082,0.044,0.0,0.128,0.248,0.0,1300.0,0.041,0.215,29.453,0.022,495.829,160.706,0.016,2.329,437.964
162,162,162,roquefort classic ready to eat,195.4,14.189,7.336,3.349,0.326,0.437,0.191,16.492,0.0,58.92,0.491,33.823,0.938,0.034,0.006,0.482,0.184,0.049,0.166,0.073,0.0,0.116,0.297,0.005,993.829,0.018,0.248,25.06,0.008,257.038,223.616,0.018,3.436,1476.481
163,163,163,spreadable cheese light smoked,156.6,11.933,5.704,2.888,0.573,1.193,0.074,11.106,0.0,34.272,0.673,42.83,0.058,0.01,0.007,0.297,0.345,0.146,0.25,0.025,0.0,0.248,0.118,0.002,969.952,0.049,0.216,9.825,0.011,535.39,82.877,0.039,4.772,1363.577
164,164,164,swiss emmental low sodium,457.1,41.357,26.096,12.366,3.226,0.888,0.275,20.331,0.0,67.601,0.207,36.854,0.192,0.0,0.093,0.982,0.199,0.127,0.3,0.097,0.0,0.439,0.06,0.004,451.147,0.032,0.127,33.985,0.015,260.349,51.309,0.011,3.107,335.834
165,165,165,ricotta part skim herbed,262.3,20.297,14.715,6.272,1.4,0.521,0.188,19.374,0.0,101.941,0.436,42.025,0.062,0.01,0.018,0.512,0.18,0.088,0.206,0.094,0.0,0.158,0.345,0.006,480.144,0.016,0.0,8.224,0.003,607.481,105.962,0.02,0.824,875.134
166,166,166,grated romano,187.0,9.889,6.814,2.808,0.465,3.202,1.14,21.309,0.0,62.118,0.505,57.137,0.015,0.027,0.018,0.629,0.18,0.098,0.371,0.153,0.0,0.382,0.115,0.002,398.577,0.01,0.167,25.863,0.004,532.363,127.62,0.009,2.329,1683.52
167,167,167,herbed brie with salt,433.9,40.026,26.937,10.807,1.801,0.883,0.0,17.529,0.0,166.573,0.494,41.185,0.076,0.013,0.017,0.111,0.781,0.038,0.197,0.047,0.0,0.56,0.201,0.001,936.151,0.047,0.254,25.726,0.022,838.799,70.938,0.047,3.028,334.04
168,168,168,cheese spread herb,311.7,23.102,9.957,6.03,0.785,2.282,0.0,23.675,0.0,59.343,0.882,36.507,0.143,0.024,0.028,0.322,0.136,0.044,0.371,0.061,0.0,0.179,0.158,0.002,843.925,0.025,0.066,25.949,0.009,354.423,223.399,0.015,2.889,1180.552
169,169,169,cheshire crumbled boiled,168.6,9.983,5.77,2.995,0.19,1.275,0.52,18.422,0.0,100.778,0.55,49.825,0.036,0.021,0.022,0.17,0.403,0.216,0.298,0.075,0.0,0.214,0.129,0.0,351.328,0.013,0.37,19.079,0.008,499.494,57.071,0.009,2.587,1666.538
170,170,170,raclette dried,356.2,30.107,19.57,8.49,1.566,1.354,0.263,19.952,0.0,61.398,0.236,38.649,0.054,0.045,0.019,0.13,0.234,0.126,0.467,0.042,0.0,0.056,0.282,0.0,402.031,0.026,0.193,25.513,0.007,313.701,99.289,0.017,2.625,553.387
171,171,171,stracciatella fresh,242.5,22.385,15.311,6.492,1.321,1.237,0.614,9.028,0.0,86.385,0.297,32.728,0.051,0.025,0.056,0.289,0.394,0.106,0.288,0.054,0.0,0.363,0.233,0.008,326.521,0.041,0.147,13.046,0.01,369.767,430.203,0.013,1.421,195.207
172,172,172,part skim mozzarella homestyle,287.7,20.633,8.109,5.468,1.032,2.152,0.643,23.361,0.0,55.648,0.284,28.975,0.103,0.007,0.013,0.18,0.329,0.19,0.17,0.004,0.0,0.181,0.202,0.003,399.993,0.027,0.237,28.323,0.0,301.979,111.283,0.008,5.941,1187.992
173,173,173,feta crumbles variety 2,154.1,13.101,7.808,3.904,0.498,0.928,0.562,8.122,0.0,50.699,0.271,45.405,0.061,0.015,0.023,0.741,0.822,0.141,0.416,0.045,0.0,0.088,0.206,0.003,291.591,0.027,0.24,22.883,0.013,393.2,77.608,0.01,1.373,598.594
174,174,174,organic swiss shredded,558.0,43.937,26.406,11.38,1.362,0.63,0.198,40.0,0.0,73.867,0.645,45.663,0.34,0.025,0.007,0.326,0.292,0.203,0.16,0.096,0.0,0.231,0.284,0.003,328.124,0.047,0.265,27.776,0.01,275.339,45.868,0.027,3.09,822.785
175,175,175,organic cheddar plain,151.4,11.106,6.064,2.743,0.222,0.608,0.193,12.258,0.0,41.471,0.17,54.181,0.218,0.012,0.026,0.559,0.454,0.059,0.409,0.044,0.0,0.069,0.272,0.006,1300.0,0.015,0.27,16.722,0.014,194.365,53.185,0.009,2.601,1689.947
176,176,176,aged cheddar,253.7,13.064,8.701,4.194,0.81,1.54,0.242,32.483,0.0,118.633,0.313,45.283,0.282,0.025,0.004,0.192,0.484,0.092,0.308,0.083,0.0,0.349,0.228,0.003,427.637,0.05,0.255,17.942,0.015,332.394,65.323,0.009,1.533,1923.449
177,177,177,gorgonzola creamy,197.8,15.708,11.357,3.613,0.848,1.026,0.101,13.073,0.0,53.736,0.401,42.322,0.096,0.008,0.059,0.473,0.276,0.1,0.248,0.067,0.0,0.293,0.025,0.002,440.158,0.035,0.319,13.826,0.008,285.123,66.981,0.012,3.676,805.352
178,178,178,triple cream brie with olive oil,168.4,10.628,6.834,1.966,0.414,3.278,1.131,14.901,0.0,19.96,0.136,38.272,0.131,0.024,0.024,1.014,0.191,0.145,0.137,0.033,0.0,0.047,0.173,0.003,529.355,0.031,0.107,18.478,0.003,603.789,85.915,0.011,5.533,1315.002
